SYMBOL,INDUSTRY,3D,5D,10D,15D,20D,50D,100D,150D
NURECA,Medical Equipment & Supplies,3.85,3.62,4.97,2.64,-2.52,-22.43,,
NUVAMA,Stockbroking & Allied,0.41,-0.3,-0.74,-6.79,-10.67,-6.81,10.61,4.38
NUVOCO,Cement & Cement Products,3.67,2.57,7.27,9.73,13.65,29.91,45.67,31.74
NV20,Unknown,0.48,1.69,2.5,0.9,-0.9,-2.39,0.58,-3.73
NV20BEES,ETF,1.02,1.86,3.09,1.51,-0.48,-1.98,1.4,-3.66
NV20IETF,ETF,1.12,2.19,2.85,1.4,-0.55,-1.77,1.12,-3.6
NYKAA,E-Retail/ E-Commerce,2.64,4.61,7.83,5.2,2.85,13.01,29.84,32.17
OAL,Specialty Chemicals,3.69,3.05,-5.28,-10.64,-17.05,-10.95,9.56,-16.81
OBCL,Logistics Solution Provider,0.0,0.0,3.17,0.0,-1.56,-0.22,0.26,-3.15
OBEROIRLTY,"Residential, Commercial Projects",0.8,2.03,3.44,0.71,-6.21,-12.69,-0.92,-26.12
OFSS,Software Products,1.71,1.22,2.14,1.51,-0.91,-7.75,9.27,-25.82
OIL,Oil Exploration & Production,2.33,0.93,-4.91,-7.64,-9.4,-11.71,3.19,-12.03
OILCOUNTUB,Oil Equipment & Services,-2.31,-1.37,-10.54,-6.78,-8.96,10.14,2.35,
OILIETF,ETF,1.79,1.25,2.06,-1.39,-3.4,-3.64,5.57,4.5
OLAELEC,2/3 Wheelers,18.36,20.52,21.09,15.77,13.38,0.81,-12.42,-35.49
OLECTRA,Passenger Cars & Utility Vehicles,5.09,3.55,8.59,7.77,15.29,25.47,21.0,8.71
OMAXE,"Residential, Commercial Projects",-2.05,-2.96,-1.62,-7.11,-7.5,-6.41,15.91,-6.43
OMINFRAL,Civil Construction,-1.24,-1.26,-4.55,-6.99,-12.88,-17.68,-12.7,-29.99
ONESOURCE,Pharmaceuticals,0.59,-2.91,-1.93,-6.73,-7.96,-10.26,7.83,
ONGC,Oil Exploration & Production,0.05,-0.16,1.93,-1.46,-2.96,-3.65,-2.27,-9.46
ONMOBILE,Web based media and service,0.32,-0.83,0.22,-1.03,-1.18,-4.17,8.97,-20.24
OPTIEMUS,Telecom -  Equipment & Accessories,5.8,3.25,1.49,3.42,2.82,-0.6,32.66,-18.11
ORCHASP,Computers - Software & Consulting,-2.73,-18.8,-12.84,30.73,7.55,,,
ORCHPHARMA,Pharmaceuticals,3.94,2.26,3.38,11.39,8.81,9.4,-5.22,-58.34
ORICONENT,Packaging,1.51,-0.75,2.3,5.81,16.48,15.16,32.88,33.96
ORIENTBELL,Ceramics,0.13,-4.31,-6.57,-11.96,-13.33,-14.43,11.24,-13.98
ORIENTCEM,Cement & Cement Products,1.66,3.41,1.71,-1.52,-4.98,-22.92,-28.98,-27.84
ORIENTCER,Electrodes & Refractories,-1.66,-1.46,-6.28,-5.51,-14.25,6.33,13.52,-16.76
ORIENTELEC,Household Appliances,0.0,0.74,2.62,-2.01,-3.33,-6.89,-3.13,-11.06
ORIENTHOT,Hotels & Resorts,-0.4,0.1,-0.07,-3.72,-6.63,-12.02,-8.68,-20.04
ORIENTLTD,Packaging,-1.25,-2.13,-0.97,2.9,0.7,-13.44,-36.99,
ORIENTPPR,Paper & Paper Products,2.18,0.57,1.11,-0.11,-3.16,-7.19,15.6,-15.41
ORIENTTECH,IT Enabled Services,-0.58,-1.25,-1.46,-2.63,-7.98,-14.14,-15.43,-46.27
ORISSAMINE,Industrial Minerals,1.24,5.96,4.52,1.08,-3.22,-4.62,-6.94,-26.44
OSWALAGRO,Trading & Distributors,3.77,3.14,-11.22,-3.38,-7.39,-22.03,0.5,12.75
OSWALGREEN,Investment Company,-0.31,0.34,-3.57,-5.52,-6.72,-13.55,12.36,-13.89
OSWALPUMPS,"Compressors, Pumps & Diesel Engines",7.21,7.7,18.46,20.29,12.54,,,
OSWALSEEDS,Other Agricultural Products,15.66,33.49,47.48,41.77,34.3,17.83,,
PAGEIND,Garments & Apparels,2.69,5.43,-0.89,-5.02,-3.21,-1.76,6.41,-3.48
PAISALO,Non Banking Financial Company (NBFC),0.43,-1.23,-0.23,-2.42,-5.44,-7.72,-12.51,-32.66
PAKKA,Paper & Paper Products,0.12,-7.77,-15.57,-16.66,-22.3,-16.08,-13.09,-48.05
PALASHSECU,Packaged Foods,0.59,2.14,-0.84,-1.14,-5.33,-7.19,-5.29,-20.0
PANACEABIO,Pharmaceuticals,-1.27,-6.4,-0.31,-2.23,-6.73,-12.4,-8.75,-8.59
PANAMAPET,Lubricants,1.37,1.09,-3.06,-4.43,-5.62,-7.97,-13.4,-7.8
PARACABLES,Cables - Electricals,2.38,-4.81,-8.3,-14.22,-13.8,-12.79,-8.76,-38.39
PARADEEP,Fertilizers,9.68,5.42,-5.3,5.18,9.57,25.23,111.8,90.4
PARAGMILK,Dairy Products,6.28,10.19,2.49,-2.89,-5.13,11.07,51.96,31.9
PARAS,Aerospace & Defense,0.42,1.3,5.53,-0.83,-14.87,-57.72,-33.73,-36.51
PARASPETRO,Investment Company,1.66,-2.39,9.37,0.41,-5.77,-7.55,-13.43,-17.79
PARKHOTELS,Hotels & Resorts,1.22,1.84,-2.92,-0.31,-1.9,-5.36,-1.83,-23.17
PASHUPATI,Other Textile Products,-0.25,-0.62,-0.25,-0.4,-1.32,,,
PASUPTAC,Petrochemicals,7.38,-5.12,-4.01,-8.63,-13.81,-16.25,,
PATANJALI,Edible Oil,1.74,0.62,-0.84,-4.8,-6.53,8.0,0.68,-2.68
PATELENG,Civil Construction,5.41,4.09,9.66,5.05,2.23,-11.48,-7.65,-18.28
PATINTLOG,Logistics Solution Provider,0.98,0.98,-2.14,-7.83,-12.26,-3.12,4.93,-25.73
PAVNAIND,Auto Components & Equipments,6.38,6.4,14.95,12.27,8.39,0.8,19.0,
PAYTM,Financial Technology (Fintech),6.12,7.84,18.02,16.61,16.29,29.69,62.74,39.23
PCBL,Carbon Black,-2.33,1.03,-0.18,-3.63,-5.57,-6.55,-10.91,-3.45
PCJEWELLER,"Gems, Jewellery And Watches",7.54,3.83,-1.14,-8.89,-8.83,9.32,-1.28,-10.25
PDMJEPAPER,Paper & Paper Products,2.25,5.01,3.01,13.39,7.92,25.02,-37.96,
PDSL,Trading - Textile Products,1.67,2.8,-1.66,-8.04,-12.87,-22.53,-27.29,-42.7
PEARLPOLY,Plastic Products - Consumer,3.27,1.56,1.34,-10.9,11.34,8.43,10.86,-10.18
PEL,Non Banking Financial Company (NBFC),-1.61,3.28,-0.89,-9.58,-10.94,-1.01,13.82,12.8
PENIND,Industrial Products,3.01,17.79,19.27,12.23,4.13,8.44,41.66,39.88
PENINLAND,"Residential, Commercial Projects",-0.03,1.26,0.68,1.95,-8.27,3.23,-19.49,
PERSISTENT,Computers - Software & Consulting,2.2,1.91,5.95,3.58,-4.6,-10.36,-1.36,-13.46
PETRONET,LPG/CNG/PNG/LNG Supplier,1.63,1.18,2.05,-4.74,-9.31,-10.07,-8.55,-14.9
PFC,Financial Institution,-2.07,-4.19,-3.73,-2.83,-4.51,-6.63,-5.93,-5.14
PFIZER,Pharmaceuticals,-1.49,11.23,12.45,7.98,7.36,-1.65,38.62,6.57
PFOCUS,Media & Entertainment,1.63,8.99,5.72,7.79,0.25,24.78,62.75,26.76
PFS,Non Banking Financial Company (NBFC),2.84,2.45,4.75,-2.31,-2.15,-7.96,20.8,0.55
PGEL,Consumer Electronics,5.78,15.03,-25.64,-30.57,-29.32,-26.89,-40.83,-39.37
PGHH,Personal Care,0.18,2.31,1.32,-2.92,2.45,-0.1,-3.66,-9.44
PGHL,Pharmaceuticals,1.85,2.52,3.02,6.58,6.84,8.08,16.06,24.99
PGIL,Garments & Apparels,1.87,9.03,2.09,-16.94,-8.72,0.12,6.08,-13.5
PHARMABEES,ETF,0.22,0.53,3.08,-3.52,-0.57,1.34,2.66,-2.15
PHOENIXLTD,"Residential, Commercial Projects",5.77,9.65,8.79,4.91,8.38,-4.52,-6.31,-3.81
PICCADIL,Breweries & Distilleries,-0.93,-4.74,-6.61,-3.61,-1.4,,,
PIDILITIND,Specialty Chemicals,0.07,0.56,1.22,7.13,5.48,0.61,9.11,4.08
PIIND,Pesticides & Agrochemicals,3.18,2.57,-5.27,-10.51,-5.02,-2.65,10.8,5.74
PILANIINVS,Holding Company,1.17,0.65,1.13,-1.0,-3.59,-4.9,18.42,1.56
PIONEEREMB,Other Textile Products,1.84,-0.26,-2.94,-5.06,-7.82,-12.96,-33.91,
PITTIENG,Industrial Products,-2.74,-1.24,3.6,0.47,-1.45,-6.59,-8.91,-28.24
PIXTRANS,Rubber,1.41,3.23,-8.81,-8.2,-10.4,-12.59,-20.2,-42.31
PLASTIBLEN,Specialty Chemicals,-0.8,-0.24,1.17,2.08,-3.22,-9.03,-4.0,-22.86
PLATIND,Specialty Chemicals,0.87,-1.22,2.38,-3.24,-9.69,-3.93,-5.59,-29.73
PLAZACABLE,Cables - Electricals,2.66,0.39,-0.18,-4.03,-7.89,-10.75,0.79,-24.56
PNB,Public Sector Bank,0.37,0.49,3.21,-0.87,-2.51,-2.85,11.71,5.03
PNBGILTS,Investment Company,0.74,2.49,0.7,-2.39,-1.28,6.0,25.53,0.47
PNBHOUSING,Housing Finance Company,2.3,4.04,3.8,-18.5,-24.38,-28.31,-7.87,-9.71
PNCINFRA,Civil Construction,1.02,1.05,2.56,-0.98,-1.2,-1.28,13.99,2.14
PNGJL,"Gems, Jewellery And Watches",1.38,1.63,3.98,-1.14,-2.76,-4.41,5.63,-12.21
POCL,Diversified Metals,7.04,-0.79,0.44,-6.78,17.16,43.49,79.84,33.88
PODDARMENT,Dyes And Pigments,-1.29,-2.06,-3.44,-5.25,-5.07,-8.32,-7.16,-21.53
POKARNA,Granites & Marbles,1.16,1.61,-1.61,-2.57,-8.72,-12.48,-28.99,-32.72
POLICYBZR,Financial Technology (Fintech),2.21,3.02,9.93,4.75,4.79,1.11,13.73,-0.61
POLYCAB,Cables - Electricals,-0.04,1.7,3.8,2.21,2.9,14.89,40.97,4.97
POLYMED,Medical Equipment & Supplies,3.43,6.41,0.37,-1.66,-5.77,-13.2,-14.41,-26.97
POLYPLEX,Packaging,-0.85,-3.38,-6.67,-5.35,-6.79,-20.69,-15.32,-22.09
PONNIERODE,Sugar,1.47,1.68,4.16,-4.96,-8.38,-19.07,-11.69,-25.16
POONAWALLA,Non Banking Financial Company (NBFC),-3.67,-0.22,2.35,8.88,0.96,5.71,29.79,43.8
POWERGRID,Power - Transmission,-2.19,-1.46,-0.28,-1.71,-5.1,-3.88,-2.69,-6.96
POWERINDIA,Heavy Electrical Equipment,1.59,-4.88,-1.62,-3.53,1.11,14.58,63.93,45.23
POWERMECH,Civil Construction,1.72,2.26,1.49,3.05,-0.05,2.41,26.44,11.8
PPL,Plastic Products - Industrial,5.29,-3.48,-6.95,-8.24,-12.88,-19.73,-24.02,-27.9
PPLPHARMA,Pharmaceuticals,-0.43,-0.04,3.07,-4.63,-6.34,-6.09,-12.32,-19.02
PRABHA,Oil Exploration & Production,-0.58,-2.14,0.41,0.1,-8.15,6.46,,
PRAENG,"Residential, Commercial Projects",6.03,15.53,26.34,16.24,9.99,6.43,-1.13,-29.09
PRAJIND,Industrial Products,1.64,1.95,-9.14,-12.21,-16.22,-20.05,-29.02,-47.18
PRAKASH,Iron & Steel,1.87,0.16,-11.66,-8.43,-9.33,-4.55,-0.29,5.37
PRAKASHSTL,Iron & Steel Products,0.17,1.75,1.92,0.87,-3.8,-10.99,-15.87,-24.77
PRECAM,Auto Components & Equipments,1.39,5.8,3.8,-0.67,-7.82,-17.85,-2.21,-49.18
PRECWIRE,"Aluminium, Copper & Zinc Products",5.69,6.12,6.01,0.37,-3.64,-2.71,27.62,10.76
PREMEXPLN,Explosives,-1.01,-0.94,15.31,11.31,0.21,-15.73,34.12,3.41
PREMIERENE,Other Electrical Equipment,2.41,2.36,1.9,-4.44,-6.17,-3.34,11.01,-15.62
PREMIERPOL,Plastic Products - Industrial,4.3,3.95,7.63,-3.35,-5.93,-1.89,-24.49,
PRESTIGE,"Residential, Commercial Projects",0.36,0.1,1.62,0.36,-7.02,-2.15,33.62,7.19
PRICOLLTD,Auto Components & Equipments,0.37,5.32,2.67,1.43,2.51,-0.95,-0.29,-20.5
PRIMESECU,Other Financial Services,0.92,-0.41,0.2,-5.63,-4.83,3.92,11.45,-1.59
PRIMO,Commodity Chemicals,0.86,-4.26,1.47,-2.81,-6.22,3.97,,
PRINCEPIPE,Plastic Products - Industrial,4.38,15.28,6.06,0.98,-2.39,-4.24,32.84,-14.24
PRITI,"Furniture, Home Furnishing",3.43,-15.95,-3.0,-9.09,-11.9,-18.1,-17.98,-41.73
PRITIKAUTO,Auto Components & Equipments,1.34,3.33,6.96,5.52,2.94,-2.12,5.7,-21.34
PRIVISCL,Specialty Chemicals,-1.4,-0.23,-3.69,-5.91,-0.63,6.92,57.42,30.4
PROSTARM,Other Electrical Equipment,11.46,-1.65,2.56,-11.35,-6.75,,,
PROTEAN,IT Enabled Services,13.52,15.47,11.48,6.44,1.93,-13.24,-38.96,
PROZONER,"Residential, Commercial Projects",-3.91,0.05,-4.34,-0.56,5.04,17.54,88.78,
PRSMJOHNSN,Cement & Cement Products,2.47,3.43,2.3,-6.17,-7.39,-6.76,15.97,-4.75
PRUDENT,Financial Products Distributor,0.41,5.37,8.4,-7.04,-4.27,-1.51,17.18,2.12
PRUDMOULI,Sugar,-4.75,-5.04,-4.06,-7.83,-18.34,-6.3,,
PSB,Public Sector Bank,4.06,4.91,4.24,0.1,-5.11,-8.67,-33.92,-36.19
PSPPROJECT,Civil Construction,-0.28,0.1,-6.46,-14.96,-19.75,-2.78,5.28,-2.51
PSUBANK,Unknown,0.66,1.16,3.06,2.02,0.93,-0.16,12.42,13.66
PSUBANKADD,Unknown,0.41,2.22,2.81,2.59,0.71,-0.31,12.8,13.72
PSUBNKBEES,ETF,0.1,0.63,2.82,2.24,0.27,-0.47,12.17,13.16
PSUBNKIETF,ETF,0.37,0.8,2.7,2.32,0.2,-0.57,12.22,13.1
PTC,Power Trading,3.31,1.51,5.21,-0.66,0.63,6.45,18.27,38.65
PTCIL,Other Industrial Products,-2.44,-5.77,-11.05,-9.41,-7.14,-13.35,-3.64,-23.14
PTL,Diversified Commercial Services,0.18,0.25,2.72,0.76,-0.67,-6.5,0.2,-0.25
PUNJABCHEM,Pesticides & Agrochemicals,-0.16,-3.17,-9.43,-17.14,-4.85,13.05,45.39,19.32
PURVA,"Residential, Commercial Projects",0.38,-0.66,3.26,-1.22,0.6,-8.75,13.73,-22.64
PVP,"Residential, Commercial Projects",6.5,4.49,3.68,-3.66,-7.15,-16.74,-17.15,-35.65
PVRINOX,"Film Production, Distribution & Exhibition",6.34,4.07,8.41,13.66,10.07,12.31,14.92,-3.36
PVSL,Auto Dealer,-1.2,-0.13,-0.59,-3.08,-9.63,-5.82,19.85,-24.34
PVTBANIETF,ETF,0.37,1.27,0.55,-0.44,-3.38,-2.96,5.06,11.12
PVTBANKADD,Unknown,0.07,1.23,0.26,-0.73,-3.57,-3.16,4.65,11.09
PYRAMID,Packaging,4.55,2.69,1.07,0.21,-5.84,-10.78,6.19,-17.88
QGOLDHALF,ETF,-0.51,-0.81,-1.11,-0.08,-1.51,2.16,12.55,26.51
QNIFTY,Unknown,1.01,2.12,2.38,1.33,-0.29,0.52,6.96,7.51
QPOWER,Heavy Electrical Equipment,-1.59,-3.49,2.54,-0.79,-12.62,51.22,126.85,
QUADFUTURE,Cables - Electricals,3.85,6.72,2.53,-6.14,-14.08,-18.43,-24.73,
QUAL30IETF,ETF,1.53,2.55,3.1,2.55,0.05,-0.75,8.45,0.85
QUALITY30,Unknown,2.26,2.61,3.22,2.71,0.05,,,
QUESS,Diversified Commercial Services,1.86,1.36,-3.5,-8.8,-12.34,-14.05,-57.92,-58.78
QUICKHEAL,Software Products,8.24,7.39,2.04,-2.84,-8.34,-15.57,-0.05,-49.29
RACE,Waste Management,1.73,-2.07,-4.24,-2.43,-8.35,-10.48,-18.38,-34.27
RACLGEAR,Auto Components & Equipments,11.91,3.64,-1.37,-0.82,-7.66,-3.02,22.09,9.51
RADAAN,Media & Entertainment,2.96,1.06,-4.02,-4.5,-7.51,-21.88,,
RADHIKAJWE,"Gems, Jewellery And Watches",5.0,5.74,0.58,-3.86,-3.19,11.43,11.08,0.15
RADIANTCMS,Diversified Commercial Services,9.44,7.11,6.94,6.19,0.56,-11.07,7.04,-22.0
RADICO,Breweries & Distilleries,1.53,2.51,2.02,6.76,4.8,13.29,25.77,21.21
RADIOCITY,Media & Entertainment,0.47,-0.93,1.07,-3.95,-6.8,-9.77,-13.44,-28.69
RAILTEL,Other Telecom Services,2.75,3.98,0.07,-4.43,-10.08,-20.66,10.58,-9.42
RAIN,Petrochemicals,-3.35,-4.23,-0.76,-3.71,-2.91,-2.58,9.06,-8.91
RAINBOW,Hospital,1.8,2.48,6.88,4.57,3.4,14.05,16.83,-0.36
RAJESHEXPO,"Gems, Jewellery And Watches",6.29,5.88,4.84,-1.58,-4.77,-7.86,-10.78,-14.7
RAJMET,"Aluminium, Copper & Zinc Products",-0.44,1.33,-5.79,-7.13,10.14,-40.24,-54.45,
RAJOOENG,Industrial Products,6.26,6.92,0.89,-2.89,-14.87,-14.33,,
RAJRATAN,Auto Components & Equipments,-0.69,-1.69,-7.1,-17.41,-20.85,-22.24,-1.4,-33.57
RAJSREESUG,Sugar,0.43,-3.56,-6.87,-12.31,-16.82,-20.44,-12.33,-25.49
RAJTV,TV Broadcasting & Software Production,3.33,2.7,-0.52,-8.22,-14.22,,,
RALLIS,Pesticides & Agrochemicals,-3.27,-3.44,-1.61,-3.4,2.74,14.71,59.11,23.46
RAMASTEEL,Iron & Steel Products,0.85,1.33,-1.57,-2.99,-7.69,-21.17,4.29,-11.36
RAMCOCEM,Cement & Cement Products,2.22,4.27,-3.3,-7.49,-6.53,3.76,29.07,18.91
RAMCOIND,Other Construction Materials,4.18,4.44,2.72,1.57,5.35,13.63,27.67,16.41
RAMKY,Civil Construction,6.39,8.18,9.29,2.16,1.37,13.55,20.53,-5.09
RAMRAT,Other Electrical Equipment,2.5,2.17,2.81,-7.8,0.07,5.26,27.89,31.85
RANASUG,Sugar,3.76,3.32,4.28,0.9,-3.44,-16.08,1.67,-18.7
RANEHOLDIN,Holding Company,2.77,-1.1,0.59,-1.46,-3.84,-3.18,14.11,-10.53
RATEGAIN,Computers - Software & Consulting,2.83,1.73,16.57,12.68,8.99,10.1,9.37,-30.32
RATNAMANI,Iron & Steel Products,2.98,3.95,3.98,-9.03,-12.18,-16.05,-11.47,-22.13
RATNAVEER,Iron & Steel Products,3.88,7.11,7.84,5.91,-0.67,-11.17,2.43,-15.28
RAYMOND,"Residential, Commercial Projects",3.38,3.8,-1.59,-7.4,-11.16,4.12,-52.41,-63.63
RAYMONDLSL,Other Textile Products,8.9,13.96,5.46,5.43,6.18,5.89,12.8,-40.1
RAYMONDREL,"Residential, Commercial Projects",1.34,-3.46,-2.53,-9.75,-15.68,,,
RBA,Restaurants,1.92,1.31,-0.6,-3.21,-5.0,-0.95,24.48,0.69
RBLBANK,Private Sector Bank,-1.97,0.14,-2.27,-2.9,-1.84,15.36,45.13,60.47
RBZJEWEL,"Gems, Jewellery And Watches",-1.97,3.83,6.57,0.51,-1.62,-1.92,-32.07,
RCF,Fertilizers,8.07,6.86,5.03,1.61,2.42,-3.77,19.39,-9.75
RECLTD,Financial Institution,0.59,-1.69,-2.26,-4.74,-4.85,-9.23,-14.37,-22.52
REDINGTON,Trading & Distributors,0.98,0.85,1.25,-8.76,-22.16,-15.61,-0.3,19.16
REDTAPE,Footwear,0.04,2.38,0.48,-4.18,-4.13,-6.3,-24.07,-84.19
REFEX,Industrial Gases,-0.91,-1.35,-12.11,-16.72,-11.94,-23.69,-11.84,
REGAAL,Unknown,,,,,,,,
REGENCERAM,Ceramics,-5.03,-0.17,-3.13,-6.84,-8.19,9.58,,
RELAXO,Footwear,2.09,11.11,10.0,-0.38,-2.99,7.42,10.08,-21.42
RELCHEMQ,Other Textile Products,-0.17,3.22,0.61,-5.35,-9.08,-11.07,5.75,-17.3
RELIABLE,Other Financial Services,4.69,0.55,18.92,15.51,24.16,15.68,14.9,26.86
RELIANCE,Refineries & Marketing,3.12,3.05,2.3,1.04,0.01,-1.66,9.42,13.55
RELIGARE,Investment Company,0.0,-5.05,0.58,-5.37,-13.63,6.34,4.15,-15.2
REMSONSIND,Auto Components & Equipments,-2.56,0.57,3.57,-0.88,-3.22,-9.7,8.66,-7.76
RENUKA,Sugar,3.37,4.55,0.07,-3.98,-6.72,-15.09,-3.13,-23.22
REPCOHOME,Housing Finance Company,-0.4,-1.62,-6.6,-10.29,-15.49,-14.0,4.3,-9.57
REPL,Civil Construction,8.34,4.87,1.0,-0.1,-5.47,-10.81,-17.7,
REPRO,Printing & Publication,1.96,-6.23,-4.98,-10.49,-12.32,-12.34,11.68,-12.16
RESPONIND,"Furniture, Home Furnishing",4.52,4.98,2.87,-7.27,-13.23,-3.91,2.89,-20.16
RETAIL,Diversified Retail,5.28,8.76,11.87,24.4,19.47,12.16,12.28,5.54
RGL,"Gems, Jewellery And Watches",11.09,9.57,5.12,3.67,1.18,-7.51,-11.64,-30.27
RHIM,Electrodes & Refractories,1.85,1.37,-0.65,1.19,-4.68,8.29,6.34,-0.3
RHL,Hotels & Resorts,3.41,3.86,6.05,2.79,0.7,17.21,12.65,
RICOAUTO,Auto Components & Equipments,-4.15,18.41,37.94,29.18,26.99,13.03,43.1,5.31
RIIL,Logistics Solution Provider,3.8,9.2,9.36,4.3,-1.95,-8.05,9.02,-15.13
RISHABH,Other Electrical Equipment,3.24,43.88,50.73,47.01,48.64,39.23,78.09,30.99
RITCO,Logistics Solution Provider,3.49,4.61,0.35,-0.64,-6.61,-2.69,5.15,-27.94
RITES,Civil Construction,3.33,3.57,1.11,-0.46,-5.14,-14.76,1.46,-5.54
RKDL,Breweries & Distilleries,-0.25,-0.46,-2.11,-3.36,-4.42,-12.41,5.05,
RKEC,Civil Construction,-1.23,-4.97,-1.51,-4.66,-6.49,-23.71,-11.48,-33.34
RKFORGE,Auto Components & Equipments,-0.31,0.62,2.91,-3.54,-8.45,-12.74,-29.98,-36.17
RKSWAMY,Advertising & Media Agencies,1.91,3.02,1.65,-0.79,-8.49,-18.09,-34.25,-38.88
RMDRIP,Plastic Products - Industrial,4.08,8.32,7.46,9.75,,,,
RML,Auto Components & Equipments,5.45,11.4,6.57,4.72,-0.35,-4.32,30.93,5.11
ROHLTD,Hotels & Resorts,2.88,4.42,7.2,-0.6,-1.55,7.51,3.14,18.77
ROLEXRINGS,Auto Components & Equipments,3.21,6.18,2.9,-1.36,-5.82,-12.46,3.23,-23.38
ROSSARI,Specialty Chemicals,0.53,1.65,-4.0,-7.62,-10.9,-6.65,2.63,-21.24
ROSSELLIND,Tea & Coffee,-1.08,-0.4,-6.06,1.53,-1.11,-15.62,,
ROSSTECH,Aerospace & Defense,-5.8,14.34,16.2,16.81,11.1,69.69,,
ROTO,"Compressors, Pumps & Diesel Engines",-1.08,-1.82,1.66,-7.15,-4.06,-70.06,-62.93,-70.39
ROUTE,Other Telecom Services,0.28,0.92,1.61,-2.19,-4.34,-13.11,-10.72,-34.28
RPEL,Electrodes & Refractories,-0.62,-0.1,-3.39,-7.43,-10.52,-17.35,7.43,-17.69
RPGLIFE,Pharmaceuticals,2.5,2.59,2.03,-2.7,-6.15,6.26,0.52,5.94
RPPINFRA,Civil Construction,2.36,-0.62,-8.3,-9.2,-12.74,-44.98,,
RPPL,Packaging,-2.24,-5.0,-12.0,-11.65,-15.29,-19.85,-2.54,-38.29
RPSGVENT,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),3.66,3.05,0.64,-7.47,-3.35,-3.48,7.34,-14.53
RPTECH,Computers Hardware & Equipments,0.07,0.96,-2.75,-1.22,-7.96,-10.26,-4.67,-25.45
RRKABEL,Cables - Electricals,-0.52,-1.03,-3.48,-14.51,-17.5,-11.96,29.49,-12.67
RSWM,Other Textile Products,4.28,1.59,1.92,-3.98,-2.49,-15.25,15.29,-13.56
RSYSTEMS,IT Enabled Services,-0.14,-5.55,-3.51,1.42,-3.8,0.8,20.67,-10.59
RTNINDIA,E-Retail/ E-Commerce,3.77,3.17,1.3,-3.91,-9.85,-18.21,20.01,-10.93
RTNPOWER,Power Generation,2.06,2.65,0.24,-4.47,-14.14,-18.7,19.36,-1.51
RUBFILA,Rubber,2.97,-6.01,-5.37,-11.73,-14.03,-8.27,6.02,-6.55
RUBYMILLS,Other Textile Products,0.95,-3.09,-1.27,-6.87,-2.65,5.17,15.97,-4.1
RUCHIRA,Paper & Paper Products,2.66,5.92,6.8,3.35,2.81,1.24,16.55,12.53
RUPA,Garments & Apparels,1.5,2.6,-2.21,-7.74,-9.19,-9.24,3.98,-17.22
RUSHIL,Plywood Boards/ Laminates,7.75,5.56,-2.59,-4.22,-13.39,-22.14,-1.1,-24.43
RUSTOMJEE,"Residential, Commercial Projects",1.62,4.65,9.29,2.7,5.23,14.62,17.95,-2.55
RVHL,"Residential, Commercial Projects",0.0,17.47,9.36,9.54,2.16,-10.97,-36.6,
RVNL,Civil Construction,1.5,0.72,-5.01,-8.3,-12.06,-23.18,-11.55,-19.9
RVTH,Industrial Products,1.84,-9.95,-7.77,-4.69,-22.75,,,
SADBHAV,Civil Construction,26.96,39.97,37.88,38.8,26.29,-20.92,-47.38,
SADBHIN,Civil Construction,32.69,33.8,23.45,10.88,3.01,-8.94,1.48,-20.43
SAFARI,Plastic Products - Consumer,-2.42,-1.54,-2.09,-1.02,-5.79,-7.49,0.36,-21.01
SAGARDEEP,"Aluminium, Copper & Zinc Products",1.42,5.2,3.6,1.35,3.49,-5.69,-0.81,7.51
SAGCEM,Cement & Cement Products,1.54,7.9,6.57,-0.18,-4.41,9.52,35.85,10.63
SAGILITY,IT Enabled Services,-0.74,0.31,0.66,7.36,1.4,13.46,2.36,55.59
SAHYADRI,Other Construction Materials,2.35,-1.88,0.96,-4.18,-5.8,-7.7,16.76,-6.35
SAIL,Iron & Steel,0.66,-0.64,-0.16,-0.73,-8.56,-7.44,5.13,13.85
SAILIFE,Pharmaceuticals,2.73,2.42,16.58,9.27,13.42,20.12,25.21,26.89
SAKHTISUG,Sugar,4.49,1.68,-3.41,-7.03,-10.06,-20.26,-7.42,-24.34
SAKSOFT,Computers - Software & Consulting,1.79,4.56,5.37,0.8,-6.37,2.2,30.1,2.82
SAKUMA,Trading & Distributors,6.75,2.67,0.0,,,,,
SALASAR,Industrial Products,13.18,11.42,12.54,9.27,6.04,-11.04,-18.3,-39.0
SALONA,Other Textile Products,6.21,4.83,1.42,-0.45,-0.82,-1.78,5.86,-6.45
SALSTEEL,Sponge Iron,4.32,10.04,3.09,6.25,3.35,-7.75,-14.04,-23.15
SALZERELEC,Other Electrical Equipment,0.38,-1.4,-0.09,1.38,0.43,-10.75,-23.87,-41.6
SAMBHAAV,Electronic Media,2.61,1.36,-1.04,-5.24,-9.96,-7.98,,
SAMBHV,Iron & Steel Products,-0.24,1.39,1.52,-4.67,-12.86,,,
SAMHI,Hotels & Resorts,6.62,-4.32,-3.4,-7.44,-11.46,-3.1,40.5,5.99
SAMMAANCAP,Housing Finance Company,3.92,2.25,0.24,-0.58,-8.28,-5.36,3.5,-21.06
SAMPANN,Rubber,1.04,-4.04,1.58,4.23,-1.48,11.44,-20.27,
SANATHAN,Other Textile Products,-0.17,4.24,3.66,-2.4,-6.52,9.74,46.89,42.09
SANDESH,Print Media,-2.19,-1.83,-9.96,7.17,6.62,8.99,11.07,-22.37
